engine,template,size,mode,query_id,repetition,time,status
virtuoso,star,03,P,001,1,0.3540873030433431,200
virtuoso,star,03,P,002,1,600.010336788022,100
virtuoso,star,03,P,003,1,6.19525212305598,200
virtuoso,star,03,P,004,1,4.559843895025551,200
virtuoso,star,03,P,005,1,104.35579088889062,200
virtuoso,star,03,P,006,1,0.18400159501470625,200
virtuoso,star,03,P,007,1,11.967410915065557,200
virtuoso,star,03,P,008,1,0.9613566140178591,200
virtuoso,star,03,P,009,1,103.54487933695782,200
virtuoso,star,03,P,010,1,4.734837978030555,200
virtuoso,star,03,P,011,1,0.158810502034612,200
virtuoso,star,03,P,012,1,0.013119786977767944,200
virtuoso,star,03,P,013,1,5.560542128048837,200
virtuoso,star,03,P,014,1,0.028081435011699796,200
virtuoso,star,03,P,015,1,0.02215047797653824,200
virtuoso,star,03,P,016,1,1.4973043099744245,200
virtuoso,star,03,P,017,1,0.024111943901516497,200
virtuoso,star,03,P,018,1,0.014837324037216604,200
virtuoso,star,03,P,019,1,142.06585145089775,200
virtuoso,star,03,P,020,1,0.028919945005327463,200
virtuoso,star,03,P,021,1,10.219874704023823,200
virtuoso,star,03,P,022,1,0.049593187985010445,200
virtuoso,star,03,P,023,1,0.10278001904953271,200
virtuoso,star,03,P,024,1,0.02192475099582225,200
virtuoso,star,03,P,025,1,0.24650384404230863,200
virtuoso,star,03,P,026,1,0.0672801120672375,200
virtuoso,star,03,P,027,1,0.017731128027662635,200
virtuoso,star,03,P,028,1,0.01406014896929264,200
virtuoso,star,03,P,029,1,0.07134113600477576,200
virtuoso,star,03,P,030,1,127.87986980506685,200
virtuoso,star,03,P,031,1,0.09369900391902775,200
virtuoso,star,03,P,032,1,0.02598883002065122,200
virtuoso,star,03,P,033,1,0.13348741095978767,200
virtuoso,star,03,P,034,1,0.03240725805517286,200
virtuoso,star,03,P,035,1,17.590331119019538,200
virtuoso,star,03,P,036,1,175.90712944197003,200
virtuoso,star,03,P,037,1,0.8097980780294165,200
virtuoso,star,03,P,038,1,0.02743388304952532,200
virtuoso,star,03,P,039,1,2.281015830114484,200
virtuoso,star,03,P,040,1,0.037256896030157804,200
virtuoso,star,03,P,041,1,0.5140801490051672,200
virtuoso,star,03,P,042,1,0.020280029973946512,200
virtuoso,star,03,P,043,1,0.016595756984315813,200
virtuoso,star,03,P,044,1,2.5536759820533916,200
virtuoso,star,03,P,045,1,0.5206795770209283,200
virtuoso,star,03,P,046,1,10.040381846949458,200
virtuoso,star,03,P,047,1,8.477034659008496,200
virtuoso,star,03,P,048,1,0.06452371599152684,200
virtuoso,star,03,P,049,1,0.08819984702859074,200
virtuoso,star,03,P,050,1,0.014216182986274362,200
virtuoso,star,03,P,051,1,0.023589869029819965,200
virtuoso,star,03,P,052,1,0.8838617010042071,200
virtuoso,star,03,P,053,1,136.0586295539979,200
virtuoso,star,03,P,054,1,0.1168802089523524,200
virtuoso,star,03,P,055,1,211.24546562798787,200
virtuoso,star,03,P,056,1,1.3662463360233232,200
virtuoso,star,03,P,057,1,1.632251872913912,200
virtuoso,star,03,P,058,1,0.023474210989661515,200
virtuoso,star,03,P,059,1,0.04696460207924247,200
virtuoso,star,03,P,060,1,3.429865443962626,200
virtuoso,star,03,P,061,1,0.23683600302319974,200
virtuoso,star,03,P,062,1,11.362721461919136,200
virtuoso,star,03,P,063,1,4.769906088011339,200
virtuoso,star,03,P,064,1,190.4534628520487,200
virtuoso,star,03,P,065,1,0.37158143799751997,200
virtuoso,star,03,P,066,1,0.1186267789453268,200
virtuoso,star,03,P,067,1,197.15611469198484,200
virtuoso,star,03,P,068,1,12.893553400062956,200
virtuoso,star,03,P,069,1,36.50979534606449,200
virtuoso,star,03,P,070,1,13.75028644700069,200
virtuoso,star,03,P,071,1,0.04828740400262177,200
virtuoso,star,03,P,072,1,30.85660482698586,200
virtuoso,star,03,P,073,1,2.665968651068397,200
virtuoso,star,03,P,074,1,1.2754046029876918,200
virtuoso,star,03,P,075,1,0.013686027028597891,200
virtuoso,star,03,P,076,1,0.017095243907533586,200
virtuoso,star,03,P,077,1,0.19397386198397726,200
virtuoso,star,03,P,078,1,0.7444009910104796,200
virtuoso,star,03,P,079,1,0.5540446280501783,200
virtuoso,star,03,P,080,1,170.94893798604608,200
virtuoso,star,03,P,081,1,207.6683815449942,200
virtuoso,star,03,P,082,1,3.5211781739490107,200
virtuoso,star,03,P,083,1,0.034815520979464054,200
virtuoso,star,03,P,084,1,0.013199588982388377,200
virtuoso,star,03,P,085,1,39.55649772903416,200
virtuoso,star,03,P,086,1,164.94470676209312,200
virtuoso,star,03,P,087,1,180.32467148499563,200
virtuoso,star,03,P,088,1,0.09357581497170031,200
virtuoso,star,03,P,089,1,0.013886361964978278,200
virtuoso,star,03,P,090,1,0.03659121401142329,200
virtuoso,star,03,P,091,1,0.01423025003168732,200
virtuoso,star,03,P,092,1,1.19321936997585,200
virtuoso,star,03,P,093,1,9.071900533046573,200
virtuoso,star,03,P,094,1,0.9362820209935308,200
virtuoso,star,03,P,095,1,65.11573086096905,200
virtuoso,star,03,P,096,1,2.148006538976915,200
virtuoso,star,03,P,097,1,0.7139769589994103,200
virtuoso,star,03,P,098,1,191.66465946706012,200
virtuoso,star,03,P,099,1,9.302498025004752,200
virtuoso,star,03,P,100,1,19.109386889031157,200
virtuoso,star,03,P,001,2,0.29140912706498057,200
virtuoso,star,03,P,002,2,147.74591888394207,200
virtuoso,star,03,P,003,2,6.676047987071797,200
