engine,template,size,mode,query_id,repetition,time,status
virtuoso,star,03,R,001,1,0.06728888500947505,200
virtuoso,star,03,R,002,1,35.37705642695073,200
virtuoso,star,03,R,003,1,0.6540412820177153,200
virtuoso,star,03,R,004,1,0.5495922830887139,200
virtuoso,star,03,R,005,1,23.823056848952547,200
virtuoso,star,03,R,006,1,0.04889926710166037,200
virtuoso,star,03,R,007,1,1.1361375390551984,200
virtuoso,star,03,R,008,1,0.09907849703449756,200
virtuoso,star,03,R,009,1,24.066691757994704,200
virtuoso,star,03,R,010,1,0.7810585119295865,200
virtuoso,star,03,R,011,1,0.03449898899998516,200
virtuoso,star,03,R,012,1,0.012708401074633002,200
virtuoso,star,03,R,013,1,1.1706186919473112,200
virtuoso,star,03,R,014,1,0.012559190043248236,200
virtuoso,star,03,R,015,1,0.01859141804743558,200
virtuoso,star,03,R,016,1,0.21830716996919364,200
virtuoso,star,03,R,017,1,0.012442670064046979,200
virtuoso,star,03,R,018,1,0.013496656087227166,200
virtuoso,star,03,R,019,1,21.137597069959156,200
virtuoso,star,03,R,020,1,0.012679746956564486,200
virtuoso,star,03,R,021,1,0.9466143960598856,200
virtuoso,star,03,R,022,1,0.012920540058985353,200
virtuoso,star,03,R,023,1,0.03067861800082028,200
virtuoso,star,03,R,024,1,0.017161663039587438,200
virtuoso,star,03,R,025,1,0.04010408197063953,200
virtuoso,star,03,R,026,1,0.03250824601855129,200
virtuoso,star,03,R,027,1,0.014708661008626223,200
virtuoso,star,03,R,028,1,0.012851740000769496,200
virtuoso,star,03,R,029,1,0.035763691063039005,200
virtuoso,star,03,R,030,1,26.979958301992156,200
virtuoso,star,03,R,031,1,0.01862544205505401,200
virtuoso,star,03,R,032,1,0.02000887005124241,200
virtuoso,star,03,R,033,1,0.050102605018764734,200
virtuoso,star,03,R,034,1,0.01615744107402861,200
virtuoso,star,03,R,035,1,1.5721427890239283,200
virtuoso,star,03,R,036,1,32.36597050796263,200
virtuoso,star,03,R,037,1,0.11773463699501008,200
virtuoso,star,03,R,038,1,0.023465593927539885,200
virtuoso,star,03,R,039,1,0.32150297705084085,200
virtuoso,star,03,R,040,1,0.018695474020205438,200
virtuoso,star,03,R,041,1,0.0856573530472815,200
virtuoso,star,03,R,042,1,0.015923439990729094,200
virtuoso,star,03,R,043,1,0.014350596000440419,200
virtuoso,star,03,R,044,1,0.28483999997843057,200
virtuoso,star,03,R,045,1,0.35400068294256926,200
virtuoso,star,03,R,046,1,0.9630178100196645,200
virtuoso,star,03,R,047,1,1.4382074300665408,200
virtuoso,star,03,R,048,1,0.017516241990961134,200
virtuoso,star,03,R,049,1,0.05634174298029393,200
virtuoso,star,03,R,050,1,0.012750179972499609,200
virtuoso,star,03,R,051,1,0.01496053603477776,200
virtuoso,star,03,R,052,1,0.5290841920068488,200
virtuoso,star,03,R,053,1,41.524136062012985,200
virtuoso,star,03,R,054,1,0.012940037064254284,200
virtuoso,star,03,R,055,1,36.49815906200092,200
virtuoso,star,03,R,056,1,0.21344201103784144,200
virtuoso,star,03,R,057,1,0.5054123880108818,200
virtuoso,star,03,R,058,1,0.019056204007938504,200
virtuoso,star,03,R,059,1,0.02058058709371835,200
virtuoso,star,03,R,060,1,0.3548823139863089,200
virtuoso,star,03,R,061,1,0.05067279003560543,200
virtuoso,star,03,R,062,1,2.14191917097196,200
virtuoso,star,03,R,063,1,0.5575096129905432,200
virtuoso,star,03,R,064,1,37.30746895109769,200
virtuoso,star,03,R,065,1,0.03557200008071959,200
virtuoso,star,03,R,066,1,0.0690808721119538,200
virtuoso,star,03,R,067,1,36.924976045964286,200
virtuoso,star,03,R,068,1,2.247882251976989,200
